Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
"Lucky Energy","Keara Hogan",Fri,20241122,"01:58 PM",4514850,"PINS MECHANICAL COMPANY","1880 W 25TH ST",CLEVELAND,OH,44113,0.0,ON,"RECREATION/ ENTERTAINMENT","PINS MECHANICAL COMPANY",On,NO,Bartenders,"Spoke with bartender and unfortunately everything here is managed and we can not get product in.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Trail Magic","Aaron Vowles",Fri,20241122,"01:57 PM",4525592,"BEARDED AX","1077 E MONTAGUE AV","NORTH CHARLESTON",SC,29405,0.0,ON,BAR,INDEPENDENTS,On,YES,John,"Wants to do a sober Sunday promo sometime before Christmas. Wants to follow up after thanksgiving. I will.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Clearly Canadian","Keara Hogan",Fri,20241122,"01:57 PM",4514850,"PINS MECHANICAL COMPANY","1880 W 25TH ST",CLEVELAND,OH,44113,0.0,ON,"RECREATION/ ENTERTAINMENT","PINS MECHANICAL COMPANY",On,NO,Bartender,"Spoke with bartender and unfortunately everything here is managed and we can not get product in.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Matt Koch",Fri,20241122,"01:57 PM",4631469,"CORK & BREW MARKET","4410 MENCHACA RD",AUSTIN,TX,78745,0.0,OFF,SUPERMARKET,INDEPENDENTS,Off,NO,Bino,"Met with Bino to check in on the new stock of CANN. The store is packed with CANN including 2 displays and a backdrop. If we could get this account new shelf displays, the ones currently set up are damaged.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,YES,NO,YES,"Front of store next to checkout counter.",32,NO,NO,,YES,NO,NO,,,,,,NO,NO,"Has Picture",,,,"Has Picture","Has Picture",,,,,,,,,,,NO,NO,,
"Rusty Bull","Aaron Vowles",Fri,20241122,"01:55 PM",4525592,"BEARDED AX","1077 E MONTAGUE AV","NORTH CHARLESTON",SC,29405,0.0,ON,BAR,INDEPENDENTS,On,NO,,"Still some strange animosity",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Charlotte Simons",Fri,20241122,"01:55 PM",4056099,"LE MERIDIEN HOTELS","1121 WALKER ST",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","LE MERIDIEN HOTELS",On,YES,Jeff,"Met with Jeff to follow up on what we discussed when Moxy was in town. Hes going to be working on room service menus then restaurant menus, and mid-December hes going to pitch Ritual for their banquet program. I let him know to reach out if theres anything i can help with. I asked Moxy to send him an email with info on hotel banquet programs weve done before.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Jim Javenkoski",Fri,20241122,"01:55 PM",4785441,"THE FRESH MARKET","2730 N HALSTED ST",CHICAGO,IL,60614,0.0,OFF,SUPERMARKET,"THE FRESH MARKET",Off,YES,"Victor Meraz","Met with Victor (Assistant Grocery & Liquor Manager) to introduce myself and the brand. There are no THC beverage brands merchandised in the store. Victor said that all new SKUs must be submitted for authorization to the Corporate Office in North Carolina. The Fresh Market now has 6 stores operating in Illinois (Chicago  in the former Doms Kitchen & Market space  Crystal Lake, Geneva, Lake Fore...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Viva Beverages","Nicole Schnackenberg",Fri,20241122,"01:54 PM",3611174,"WORLD OF BEER","2878 PROVIDENCE LAKES BLVD",BRANDON,FL,33511,0.0,ON,BAR,"WORLD OF BEER",On,YES,Alex,"Alex loves the Huckleberry and Lemoncello and plans to bring them in next week when he can order outside of mandates. I let him know Avion Park is doing super well and we can get him the same sign made. I will reach out to him on Monday to remind him and send Nathan the info for printing the sign.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,"Has Picture",NO,NO,12/02/24,
"Odell Brewing Co","Charlotte Simons",Fri,20241122,"01:54 PM",4056099,"LE MERIDIEN HOTELS","1121 WALKER ST",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","LE MERIDIEN HOTELS",On,YES,Jeff,"Met with Jeff. Hes never been approached by anyone from BEK but hes thinking about setting up an account sometime next year.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Charlotte Simons",Fri,20241122,"01:53 PM",4056099,"LE MERIDIEN HOTELS","1121 WALKER ST",HOUSTON,TX,77002,0.0,ON,"HOTEL/ MOTEL","LE MERIDIEN HOTELS",On,,Jeff,"Met with Jeff, F&B Manager. We talked about THC drinks and he thinks they would work well on their rooftop. He would have to charge $15/each, so that could be prohibitively expensive. Well revisit the topic sometime next year.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Aaron Vowles",Fri,20241122,"01:52 PM",4525592,"BEARDED AX","1077 E MONTAGUE AV","NORTH CHARLESTON",SC,29405,0.0,ON,BAR,INDEPENDENTS,On,YES,John,"Want so do a sober Sunday promo sometime before Christmas. I will follow up and get more details after thanksgiving",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Nicole Schnackenberg",Fri,20241122,"01:52 PM",3611174,"WORLD OF BEER","2878 PROVIDENCE LAKES BLVD",BRANDON,FL,33511,0.0,ON,BAR,"WORLD OF BEER",On,YES,Alex,"Talked to alex and tasted him on ritual tequila. He was super impressed when I put the fever tree with it. I let him know the 3c pricing and he said thats not bad. Hes going to talk to his GM and see if he can bring it in and we can set up a dry January feature. I will follow up first week of December.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/02/24,
poppi,"Jason Fulwider",Fri,20241122,"01:51 PM",2476207,"J HENRYS RESTAURANT","110 W COLLEGE ST",GRIFFIN,GA,30224,0.3,ON,RESTAURANT,INDEPENDENTS,On,YES,Amanda,"I left info and Samples with Amanda. I told her I could be back to follow up with this account on 6 December. She said that that was fine. I told her she has any questions. Feel free to call me.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rhinegeist Brewing","Sean Sharkey",Fri,20241122,"01:51 PM",2403784,"MCKENNAS PUB","153 SNYDER AVE",PHILADELPHIA,PA,19148,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Talked with the buyer. Educated about the brand and distributor. They just picked their stuff up from a local distributor. They dont even do draft. Mainly just domestic cans and bottles",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,Penn
Howie's,"Jason Fulwider",Fri,20241122,"01:51 PM",2476207,"J HENRYS RESTAURANT","110 W COLLEGE ST",GRIFFIN,GA,30224,0.3,ON,RESTAURANT,INDEPENDENTS,Off,YES,Amanda,"I left info and Samples with Amanda. I told her I could be back to follow up with this account on 6 December. She said that that was fine. I told her she has any questions. Feel free to call me.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Epic Western","Jason Fulwider",Fri,20241122,"01:51 PM",2476207,"J HENRYS RESTAURANT","110 W COLLEGE ST",GRIFFIN,GA,30224,0.3,ON,RESTAURANT,INDEPENDENTS,On,YES,Amanda,"I left info and Samples with Amanda. I told her I could be back to follow up with this account on 6 December. She said that that was fine. I told her she has any questions. Feel free to call me.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Bar Diver","Jason Fulwider",Fri,20241122,"01:50 PM",2476207,"J HENRYS RESTAURANT","110 W COLLEGE ST",GRIFFIN,GA,30224,0.3,ON,RESTAURANT,INDEPENDENTS,On,YES,Amanda,"I left info and Samples with Amanda. I told her I could be back to follow up with this account on 6 December. She said that that was fine. I told her she has any questions. Feel free to call me.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Island Brands","Nicole Schnackenberg",Fri,20241122,"01:50 PM",3611174,"WORLD OF BEER","2878 PROVIDENCE LAKES BLVD",BRANDON,FL,33511,0.0,ON,BAR,"WORLD OF BEER",On,YES,Alex,"Alex really liked ICL and the story behind it. And loves that its brewed local as well. He said hes tight on space right now but the first of every month they can bring in new product. He plans to bring in some ICL and Active soon. I will connect with him next week to see what we can make happen. He is also interested in draft when its available.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,"Has Picture",,NO,NO,12/02/24,
Loverboy,"Sean Sharkey",Fri,20241122,"01:50 PM",2403784,"MCKENNAS PUB","153 SNYDER AVE",PHILADELPHIA,PA,19148,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Talked with the buyer. Educated about the brand and distributor. They just picked their stuff up from a local distributor. Mainly just domestic.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,Penn
Howie's,"Sean Sharkey",Fri,20241122,"01:49 PM",2403784,"MCKENNAS PUB","153 SNYDER AVE",PHILADELPHIA,PA,19148,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Talked with the buyer. Educated about the brand and distributor. They just picked their stuff up from a local distributor. Mainly just domestic.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,Penn
"Halyard Brewing","Sean Sharkey",Fri,20241122,"01:49 PM",2403784,"MCKENNAS PUB","153 SNYDER AVE",PHILADELPHIA,PA,19148,0.0,ON,BAR,INDEPENDENTS,On,YES,Ryan,"Talked with the buyer. Educated about the brand and distributor. They just picked their stuff up from a local distributor. Mainly just domestic.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,"31st & Wharton"
CANN,"Nicole Schnackenberg",Fri,20241122,"01:48 PM",3611174,"WORLD OF BEER","2878 PROVIDENCE LAKES BLVD",BRANDON,FL,33511,0.1,ON,BAR,"WORLD OF BEER",On,YES,Alex,"Alex is the new product manager. Super nice guy. Hes very interested in CANN. He said he would talk to his GM about bringing in CANN and Mexcor. I will definitely be following up.",NO,NO,,,,,,,,,,,,,,,,,,,"Does Not Work With Distributor",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/05/24,
"Climbing Kites","Andrew Burton",Fri,20241122,"01:48 PM",4780071,"COPPERHEAD SOCIAL CLUB","2810 N DAVIDSON ST",CHARLOTTE,NC,28205,0.0,ON,BAR,INDEPENDENTS,On,YES,Julien,"Great chat with Julien today about Climbing Kites! He is slowly but surely opening up to THC and he is excited to try our brand! I will continue to follow up here to keep our brand top of mind!",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/06/24,
Gilde,"Aaron Vowles",Fri,20241122,"01:48 PM",4525592,"BEARDED AX","1077 E MONTAGUE AV","NORTH CHARLESTON",SC,29405,0.0,ON,BAR,INDEPENDENTS,On,YES,John,"John said hes gonna get some pilsner in here! Lets see!",YES,NO,"GILDE - PILSENER 6/4/16.9OZ CAN",Draft,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Texas Ale Project","Joe Crews",Fri,20241122,"01:48 PM",4108455,"EMPIRE LIQUOR CRAFT BEERS WINE&KEGS","1205 W MCDERMOTT DR STE 100",ALLEN,TX,75013,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,On,NO,Clerk,"Spoke to a store clerk. The manager was not in today. The manager is Matt but the owner makes the final decision on new products. I will reach out to distro to help get a meeting set with the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Jim Javenkoski",Fri,20241122,"01:48 PM",4785441,"THE FRESH MARKET","2730 N HALSTED ST",CHICAGO,IL,60614,0.0,OFF,SUPERMARKET,"THE FRESH MARKET",Off,YES,"Victor Meraz","Met with Victor (Assistant Grocery & Liquor Manager) to introduce myself and the brand. The lager cooler set is composed entirely macro brands. Victor said he would love to add the Light and Lime 12-pks to the set but all new SKUs must be submitted for authorization to the Corporate Office in North Carolina. There are multiple Fresh Market stores now open in the northern suburbs plus this city ...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Natterjack,"Joe Crews",Fri,20241122,"01:48 PM",4108455,"EMPIRE LIQUOR CRAFT BEERS WINE&KEGS","1205 W MCDERMOTT DR STE 100",ALLEN,TX,75013,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,On,NO,Clerk,"Spoke to a store clerk. The manager was not in today. The manager is Matt but the owner makes the final decision on new products. I will reach out to distro to help get a meeting set with the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Joe Crews",Fri,20241122,"01:48 PM",4108455,"EMPIRE LIQUOR CRAFT BEERS WINE&KEGS","1205 W MCDERMOTT DR STE 100",ALLEN,TX,75013,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,On,NO,Clerk,"Spoke to a store clerk. The manager was not in today. The manager is Matt but the owner makes the final decision on new products. I will reach out to distro to help get a meeting set with the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"City Orchard","Joe Crews",Fri,20241122,"01:48 PM",4108455,"EMPIRE LIQUOR CRAFT BEERS WINE&KEGS","1205 W MCDERMOTT DR STE 100",ALLEN,TX,75013,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Clerk,"Spoke to a store clerk. The manager was not in today. The manager is Matt but the owner makes the final decision on new products. I will reach out to distro to help get a meeting set with the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Viva Beverages","Kristin McAdam",Fri,20241122,"01:48 PM",175610,"J J FOLEYS CAFE","117 E BERKELEY ST",BOSTON,MA,02118,0.0,ON,BAR,INDEPENDENTS,On,YES,Mike,"Presented the new flavors of Viva and the Boston owned excitement and all the activation we have around the area. He said he will try it and get in touch with me or his Burke rep.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Andrew Burton",Fri,20241122,"01:47 PM",4780071,"COPPERHEAD SOCIAL CLUB","2810 N DAVIDSON ST",CHARLOTTE,NC,28205,0.0,ON,BAR,INDEPENDENTS,On,YES,Julien,"Great chat with Julien today about Cann! He is slowly coming around to THC here and is excited to try our samples! I will continue to follow up here to make sure we are represented here well and staying top of mind for ordering!",NO,NO,,,,,,,,,,,,,,,,,,,,YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/06/24,
poppi,"Jason Fulwider",Fri,20241122,"01:47 PM",3210042,"ANGELO S MEDITERRANEAN RESTRNT","102  N HILL ST",GRIFFIN,GA,30223,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Terry,"talked to Terry about the brand . He told me he would talk to the owners and asked if I could follow up after Thanksgiving is over. I told him that would not be a problem.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Blake's Hard Cider","Jay Watson",Fri,20241122,"01:47 PM",158963,"MILO BUTTERFINGERS","5645 YALE BLVD",DALLAS,TX,75206,0.1,ON,BAR,INDEPENDENTS,On,YES,Tommy,"Ran into him at Barley House and we discussed the new changes at the bar. They just had a complete renovation and its completely different in there. Hes not super happy with the changes because it doesnt have a lot of the parts that the regulars really liked. For the time being, theyre not bringing in anything new until they figure out what demographic theyre going to be serving with the renova...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Odell Brewing Co","Jay Watson",Fri,20241122,"01:47 PM",158963,"MILO BUTTERFINGERS","5645 YALE BLVD",DALLAS,TX,75206,0.1,ON,BAR,INDEPENDENTS,On,YES,Tommy,"Ran into him at Barley House and we discussed the new changes at the bar. They just had a complete renovation and its completely different in there. Hes not super happy with the changes because it doesnt have a lot of the parts that the regulars really liked. For the time being, theyre not bringing in anything new until they figure out what demographic theyre going to be serving with the renova...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
poppi,"Jay Watson",Fri,20241122,"01:47 PM",158963,"MILO BUTTERFINGERS","5645 YALE BLVD",DALLAS,TX,75206,0.1,ON,BAR,INDEPENDENTS,On,YES,Tommy,"Ran into him at Barley House and we discussed the new changes at the bar. They just had a complete renovation and its completely different in there. Hes not super happy with the changes because it doesnt have a lot of the parts that the regulars really liked. For the time being, theyre not bringing in anything new until they figure out what demographic theyre going to be serving with the renova...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Howie's,"Jason Fulwider",Fri,20241122,"01:47 PM",3210042,"ANGELO S MEDITERRANEAN RESTRNT","102  N HILL ST",GRIFFIN,GA,30223,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,Terry,"I talked to Terry about the brand . He told me he would talk to the owners and asked if I could follow up after Thanksgiving is over. I told him that would not be a problem.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Spirited Brands","Jay Watson",Fri,20241122,"01:47 PM",158963,"MILO BUTTERFINGERS","5645 YALE BLVD",DALLAS,TX,75206,0.1,ON,BAR,INDEPENDENTS,On,YES,Tommy,"Ran into him at Barley House and we discussed the new changes at the bar. They just had a complete renovation and its completely different in there. Hes not super happy with the changes because it doesnt have a lot of the parts that the regulars really liked. For the time being, theyre not bringing in anything new until they figure out what demographic theyre going to be serving with the renova...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Forged Irish Stout","Kristin McAdam",Fri,20241122,"01:47 PM",175610,"J J FOLEYS CAFE","117 E BERKELEY ST",BOSTON,MA,02118,0.0,ON,BAR,INDEPENDENTS,On,YES,Mike,"Talked to Mike about Forged and UFC excitement. He said he is loyal to Guinness but will consider it for the season and if they are having inventory issues with Guinness.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
poppi,"Keara Hogan",Fri,20241122,"01:46 PM",4749010,STEAK,"2179 W 11TH ST",CLEVELAND,OH,44113,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,,"New account in tremont. Spoke with manager and they said they have a set menu. They are not looking to switch things up until they know what works for them.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Lucky Energy","Keara Hogan",Fri,20241122,"01:46 PM",4749010,STEAK,"2179 W 11TH ST",CLEVELAND,OH,44113,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,,"New account in tremont. Spoke with manager and they said they have a set menu. They are not looking to switch things up until they know what works for them.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Epic Western","Jason Fulwider",Fri,20241122,"01:46 PM",3210042,"ANGELO S MEDITERRANEAN RESTRNT","102  N HILL ST",GRIFFIN,GA,30223,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Terry,"I talked to Terry about the mock tails. He really liked the idea and told me he would talk to the owners and asked if I could follow up after Thanksgiving is over. I told him that would not be a problem.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Go Brewing","Keara Hogan",Fri,20241122,"01:46 PM",4749010,STEAK,"2179 W 11TH ST",CLEVELAND,OH,44113,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,,"New account in tremont. Spoke with manager and they said they have a set menu. They are not looking to switch things up until they know what works for them.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Clearly Canadian","Keara Hogan",Fri,20241122,"01:46 PM",4749010,STEAK,"2179 W 11TH ST",CLEVELAND,OH,44113,0.1,ON,RESTAURANT,INDEPENDENTS,On,YES,,"New account in tremont. Spoke with manager and they said they have a set menu. They are not looking to switch things up until they know what works for them.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Bar Diver","Jason Fulwider",Fri,20241122,"01:46 PM",3210042,"ANGELO S MEDITERRANEAN RESTRNT","102  N HILL ST",GRIFFIN,GA,30223,0.1,ON,RESTAURANT,INDEPENDENTS,,NO,Terry,"I talked to Terry about the mock tails. He really liked the idea and told me he would talk to the owners and asked if I could follow up after Thanksgiving is over. I told him that would not be a problem.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/06/24,
"Seaborn Cocktails","Matthew Pierce",Fri,20241122,"01:46 PM",3590270,"BEVMO! 155","5644 MISSION CENTER RD 203","SAN DIEGO",CA,92108,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Mark,"Mark didnt want to bring in any of the four packs. He said he would wait for the eight packs. He said that four packs dont sell here in people like the mix packs especially in the holiday season asked me to remind him once theyre in stock. Ill come back then.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Gruvi,"Jim Javenkoski",Fri,20241122,"01:45 PM",4785441,"THE FRESH MARKET","2730 N HALSTED ST",CHICAGO,IL,60614,0.0,OFF,SUPERMARKET,"THE FRESH MARKET",Off,YES,"Victor Meraz","Met with Victor (Assistant Grocery & Liquor Manager) to introduce myself and the brand. The NA cooler set is composed entirely macro brands plus Best Day. Victor said that all new SKUs must be submitted for authorization to the Corporate Office in North Carolina. I will make a return visit during the week of 12/2 to gather more insights on the submission process from Victor or Donvinnie (Assist...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Left Hand","Matthew Pierce",Fri,20241122,"01:45 PM",3590270,"BEVMO! 155","5644 MISSION CENTER RD 203","SAN DIEGO",CA,92108,0.0,OFF,"LIQUOR/PACKAGE STORE",BEVMO!,Off,YES,Mark,"Milk, stout and Belgian White in stock I told him that hes missing nitro variety pack. He said he had to look at his set and would place an order if needed.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
