Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
"High Rise","Brad Adams",Thu,20241205,"02:07 PM",4093687,"VILLAGE WINES","2006 BELCOURT AVE",NASHVILLE,TN,37212,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Josh,"Josh said we are gonna do a 5 cs rebuy next week. I have a follow up scheduled.  Singles are flying out of the cooler. All 5 THC SKUs.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,,
"Siren Rock","Nick Coronado",Thu,20241205,"02:07 PM",4580820,"TANNAHILL TAVERN","122 E EXCHANGE AVE STE 200","FORT WORTH",TX,76164,0.0,ON,CONCESSIONAIRE,INDEPENDENTS,On,YES,Cody,"Cody asked me to swing back through next week Tuesday. They are setting up a big party for tonight.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Climbing Kites","Andrew Burton",Thu,20241205,"02:06 PM",4387410,"BARTS MART","3042 EASTWAY DR STE 310",CHARLOTTE,NC,28205,0.0,ON,BAR,INDEPENDENTS,On,YES,Justin,"Great chat with Justin today about Climbing Kites! I made sure we were stocked up and ready to sell and we got added to the cold box recently in singles! I will continue to follow up here to make sure we are represented well!!",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,"Has Picture",,,,,NO,NO,12/12/24,
"Epic Western","Nick Coronado",Thu,20241205,"02:06 PM",4580820,"TANNAHILL TAVERN","122 E EXCHANGE AVE STE 200","FORT WORTH",TX,76164,0.0,ON,CONCESSIONAIRE,INDEPENDENTS,On,YES,Cody,"Cody asked me to swing back through next week Tuesday. They are setting up a big party for tonight.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Peter Eldredge",Thu,20241205,"02:06 PM",3494669,"ISABELLAS KITCHEN","8623 E THOMPSON PEAK PKWY",SCOTTSDALE,AZ,85255,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Nick,"Stopped in Isabels kitchen was hoping to talk to Nick. However he was not in today. I will follow back up when he is back. Nick might be at Grey across the street so I might see if he is available over there.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Nick Coronado",Thu,20241205,"02:06 PM",4580820,"TANNAHILL TAVERN","122 E EXCHANGE AVE STE 200","FORT WORTH",TX,76164,0.0,ON,CONCESSIONAIRE,INDEPENDENTS,On,YES,Cody,"Cody asked me to swing back through next week Tuesday. They are setting up a big party for tonight.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cacti,"Jack Rountree",Thu,20241205,"02:06 PM",4489994,"WARRIOR WINE & SPIRITS","1433 WARRIOR DR",MURFREESBORO,TN,37128,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,On,YES,Victor,"Spoke to Victor the owner. Stacker is doing well and will look to bring in new stacker soon.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Seth Hahn",Thu,20241205,"02:06 PM",4026049,"GREENHILLS CORKDORKS WINE SPIRITS","4009 HILLSBORO PIKE STE 105",NASHVILLE,TN,37215,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Ryan,"Need a rebuy of the small grapefruit I believe best brands was in there doing so as I was leaving.",NO,YES,"CANN - GRAPEFRUIT ROSEMARY 4/6PK 8OZ",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Jason Fusco",Thu,20241205,"02:05 PM",4249163,HUB,"7770 NEWNAN RD STE A&B",BROOKS,GA,30205,9.3,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,"Andy Can also Find Him At Hot Shots","Saw Andy at Top Shot and pitched Good Boy John Daly.  He thought itd work better at this store so wanting to bring in one case.  If it sells hell move to QD",YES,NO,"GOOD BOY - JD ICED TEA & LEMONADE 6/4/12OZ CANS",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,01/09/25,
CANN,"Andrew Burton",Thu,20241205,"02:05 PM",4387410,"BARTS MART","3042 EASTWAY DR STE 310",CHARLOTTE,NC,28205,0.0,ON,BAR,INDEPENDENTS,On,YES,Justin,"Great chat with Justin today about Cann! We are looking great here and in the cold box and I got him a sample of the seasonal today! I will continue to follow up here to make sure we are represented well!!",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,12/12/24,
"4 Hands Brewing Co.","Jack Rountree",Thu,20241205,"02:05 PM",4489994,"WARRIOR WINE & SPIRITS","1433 WARRIOR DR",MURFREESBORO,TN,37128,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Victor,"Spoke to Victor the owner. Went over the all SKUs. Performing well with cold space placement. Waiting on another delivery.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,"Has Picture",,,,,NO,NO,,
Fable,"Seth Hahn",Thu,20241205,"02:05 PM",4026049,"GREENHILLS CORKDORKS WINE SPIRITS","4009 HILLSBORO PIKE STE 105",NASHVILLE,TN,37215,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Ryan,"In a wine tasting but presented the brand to Ryan to pass along info to Mallory and the staff. Talked liquid and pricing as well with him. Revisit when theyre not in the middle of something.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Ellie Miller",Thu,20241205,"02:05 PM",2980298,"WATER TOWER LIQUORS","5545 OLDE WADSWORTH BLVD",ARVADA,CO,80002,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Tim,"I met with Tim and Brian who let me know that they used to sell the seltzers and they still have the GBV vodka. They decided to give it another try but with the JD variety pack teas, the JD tea/lemonade 4-packs, and the Citrus Circus this time! They are also interested in some POS and maybe a John Daly standee!",YES,NO,"GOOD BOY - CITRUS CIRCUS 6/4/12OZ CANS",PKG,1,"GOOD BOY - JD ICED TEA & LEMONADE 6/4/12OZ CANS",PKG,1,"GOOD BOY - JD VARIETY PACK 3/8/12OZ CANS",PKG,1,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/10/24,
"Duvel Moortgat USA","Brad Adams",Thu,20241205,"02:05 PM",4093687,"VILLAGE WINES","2006 BELCOURT AVE",NASHVILLE,TN,37212,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Josh,"Looking to add 2 SKUs but they want to wait till Ben gets back from vacation. We did re order tank 7 as its moving very well.",NO,YES,"BOULEVARD - TANK 7 6/4/12OZ",PKG,1,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,YES,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Best Day Brewing","Andrew Burton",Thu,20241205,"02:04 PM",4387410,"BARTS MART","3042 EASTWAY DR STE 310",CHARLOTTE,NC,28205,0.0,ON,BAR,INDEPENDENTS,On,YES,Justin,"Justin is doing great with best Day here! He has brought in the hazy now as well and has us spread out in the cold box as singles! I will continue to follow up here to make sure we are represented well!",YES,NO,"BEST DAY - HAZY IPA 4/6/12OZ CANS",PKG,1,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,YES,YES,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,"Has Picture",,,,,NO,NO,12/12/24,
"High Rise","Aaron Vowles",Thu,20241205,"02:03 PM",4028128,RAPPAHANNOCK,"701 E BAY ST",CHARLESTON,SC,29403,0.2,ON,RESTAURANT,INDEPENDENTS,On,NO,,"Tara the manager wasnt available but I will follow up",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Zac Ward",Thu,20241205,"02:02 PM",42552,"PARK BLVD FOODS","4504 PARK BLVD","SAN DIEGO",CA,92116,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,On,NO,,"Higher end neighborhood liquor store and deli on Park Blvd - Alvin is the buyer but his sister was working today. She said Tuesdays and Fridays are best. They have a huge selection of everything. I left a sample of Cranberry and my card.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Zac Ward",Thu,20241205,"02:01 PM",42552,"PARK BLVD FOODS","4504 PARK BLVD","SAN DIEGO",CA,92116,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,NO,,"Higher end neighborhood liquor store and deli on Park Blvd - Alvin is the buyer but his sister was working today. She said Tuesdays and Fridays are best. They have a huge selection of everything. I can see if being a fit for the neighborhood. I left a sell sheet and my card.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Gilde,"Aaron Vowles",Thu,20241205,"02:01 PM",4028128,RAPPAHANNOCK,"701 E BAY ST",CHARLESTON,SC,29403,0.2,ON,RESTAURANT,INDEPENDENTS,On,NO,,"Stopped by but Tara wasnt available, I will follow up",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"!mprov Cocktails","Zac Ward",Thu,20241205,"02:01 PM",42552,"PARK BLVD FOODS","4504 PARK BLVD","SAN DIEGO",CA,92116,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,On,NO,,"Higher end neighborhood liquor store and deli on Park Blvd - Alvin is the buyer but his sister was working today. She said Tuesdays and Fridays are best. They have a huge selection here. I left a sell sheet and my card.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Jason Fusco",Thu,20241205,"02:01 PM",3097290,"PTC WORLD OF BEVERAGES","1115 CROSSTOWN COURT","PEACHTREE CITY",GA,30269,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Brock,"Sold in 5 case QD of Citrus Circus.",YES,NO,"GOOD BOY - CITRUS CIRCUS 6/4/12OZ CANS",PKG,5,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Jason Fusco",Thu,20241205,"02:00 PM",3097290,"PTC WORLD OF BEVERAGES","1115 CROSSTOWN COURT","PEACHTREE CITY",GA,30269,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Brock,"Solid GB acct.  The JDVP and JD 4pks do well.  Bumped Brock up to 5 case QD on Daly 4pk and bring swag on next visit and extra Daly and Circus.",NO,YES,"GOOD BOY - JD ICED TEA & LEMONADE 6/4/12OZ CANS",PKG,5,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,01/09/25,
"Trail Magic","Aaron Vowles",Thu,20241205,"02:00 PM",2657188,"FAIR DEAL GROCERY","47 COOPER ST",CHARLESTON,SC,29403,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,,NO,,,NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rusty Bull","Aaron Vowles",Thu,20241205,"02:00 PM",2657188,"FAIR DEAL GROCERY","47 COOPER ST",CHARLESTON,SC,29403,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,,NO,,,NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Aaron Vowles",Thu,20241205,"02:00 PM",2657188,"FAIR DEAL GROCERY","47 COOPER ST",CHARLESTON,SC,29403,0.0,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,On,YES,,,NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Bravus Brewing Co","Rich Delk",Thu,20241205,"01:59 PM",2455857,"CENTENNIAL WINE & SPIRITS","324 S MCCASLIN BLVD",LOUISVILLE,CO,80027,0.1,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Gary,"I left a sample, sale sheet, and my information for the owner. He was not available today, but the employee said that he would get it to him tomorrow when hes in. Ill be back on December 11 to see what he thinks.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
Natterjack,"John Sikes",Thu,20241205,"01:58 PM",2953359,"SPECS WINE SPIRITS & FIN 62","10515 N MOPAC EXPY STE K",AUSTIN,TX,78759,0.2,OFF,"LIQUOR/PACKAGE STORE","SPECS WINE SPIRITS & FINER FOODS",Off,YES,Sandy,"Spoke to the spirits department manager (Sandy) discussed the brand and their current selection of Irish whiskeys. Natterjack isnt approved for this location but the manager mentioned that hes a fan of Irish whiskeys and would pick it up if he had the opportunity.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Spirited Brands","Brad Adams",Thu,20241205,"01:58 PM",4093687,"VILLAGE WINES","2006 BELCOURT AVE",NASHVILLE,TN,37212,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Josh,"Account still had a lot of TEABIRD stacked so we built a Xmas tree of sorts for better visibility as you walk in the store.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,YES,NO,"Front of store.",6,NO,NO,,YES,NO,NO,,,,,,NO,NO,,,,,"Has Picture",,,,,,,,,,,,NO,NO,,
poppi,"Keara Hogan",Thu,20241205,"01:58 PM",1698703,"SIMONES BEVERAGE 989","18414 DETROIT AVE",LAKEWOOD,OH,44107,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Mark,"Spoke with mark about new flavors and he said right now he just does not have the space and wants to keep the two skus he has. No order is needed this week.",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,YES,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Lucky Energy","Keara Hogan",Thu,20241205,"01:57 PM",1698703,"SIMONES BEVERAGE 989","18414 DETROIT AVE",LAKEWOOD,OH,44107,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Mark,"Spoke with mark and he said he is not very interested in bringing it in at this time. He is very limited on space. He asked me to follow up after the holidays.",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Clearly Canadian","Keara Hogan",Thu,20241205,"01:57 PM",1698703,"SIMONES BEVERAGE 989","18414 DETROIT AVE",LAKEWOOD,OH,44107,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Mark,"Spoke with mark and he said he is not very interested in bringing it in at this time. He is very limited on space. He asked me to follow up after the holidays.",NO,NO,,,,,,,,,,,,,,,,,,,"No Room",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Soda Jerk","Nick Coronado",Thu,20241205,"01:56 PM",150305,"WHITE ELEPHANT SALOON","106 E EXCHANGE AVE","FORT WORTH",TX,76164,0.0,ON,BAR,INDEPENDENTS,On,NO,Nicole,"Corey the bar manager had just left for the day and Jeremy the GM is off today. Next week Tuesday before 1 is the best time to come in as they are both in then.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Siren Rock","Nick Coronado",Thu,20241205,"01:56 PM",150305,"WHITE ELEPHANT SALOON","106 E EXCHANGE AVE","FORT WORTH",TX,76164,0.0,ON,BAR,INDEPENDENTS,On,NO,Nicole,"Corey the bar manager had just left for the day and Jeremy the GM is off today. Next week Tuesday before 1 is the best time to come in as they are both in then.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"John Sikes",Thu,20241205,"01:56 PM",2953359,"SPECS WINE SPIRITS & FIN 62","10515 N MOPAC EXPY STE K",AUSTIN,TX,78759,0.2,OFF,"LIQUOR/PACKAGE STORE","SPECS WINE SPIRITS & FINER FOODS",Off,YES,Eric,"Spoke to the beer department manager (Eric) discussed the brand and how its been performing. The use to have Ritual in the spirits section but its since been moved over to beer and wine when the manager (Shaun) moved to this store. They have POS shelf talkers and all SKUs are fully stocked on the shelf.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Epic Western","Nick Coronado",Thu,20241205,"01:56 PM",150305,"WHITE ELEPHANT SALOON","106 E EXCHANGE AVE","FORT WORTH",TX,76164,0.0,ON,BAR,INDEPENDENTS,On,NO,Nicole,"Corey the bar manager had just left for the day and Jeremy the GM is off today. Next week Tuesday before 1 is the best time to come in as they are both in then.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Nick Coronado",Thu,20241205,"01:55 PM",150305,"WHITE ELEPHANT SALOON","106 E EXCHANGE AVE","FORT WORTH",TX,76164,0.0,ON,BAR,INDEPENDENTS,On,NO,Nicole,"Corey the bar manager had just left for the day and Jeremy the GM is off today. Next week Tuesday before 1 is the best time to come in as they are both in then.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Cantrip,"Jim Javenkoski",Thu,20241205,"01:55 PM",4277932,"ENRICH MARKET","805 N LA SALLE DR FL 1",CHICAGO,IL,60610,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,"Bintu Patel","In collaboration with Leo Cimino (Glunz Wines rep), met with Bintu (Owner) and Bobby (Buyer) to share the brand story and samples of the 10 mg sodas. The store has a relatively small set of THC singles in the cooler (see photo). I will make a return visit during the week of 12/16 to ask if he is ready to order.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,"Has Picture",,,,,,,,,,,,,,,,NO,NO,,
"Island Brands","Nicole Schnackenberg",Thu,20241205,"01:55 PM",4695592,"SOHO GOURMET","616 W PLATT ST",TAMPA,FL,33606,0.0,OFF,"GENERAL MERCHANDISE",INDEPENDENTS,Off,YES,Walle,"Walle asked if he could have a couple sample cans of each active & Icl to sample out to the UT kids to see if they would buy it. He said if they do, he will bring it in. I dropped 6 cans of each.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,01/22/25,
"Garage Beer","John Sikes",Thu,20241205,"01:54 PM",2953359,"SPECS WINE SPIRITS & FIN 62","10515 N MOPAC EXPY STE K",AUSTIN,TX,78759,0.2,OFF,"LIQUOR/PACKAGE STORE","SPECS WINE SPIRITS & FINER FOODS",Off,YES,Eric,"Spoke to the beer department manager (Eric) discussed the brand and looked up the stores that Garage Beer is approved for in their system. None of the Austin locations showed up for both SKUs but they did list the Dallas area stores. The manager said that if the brand is approved at this store it will show up in their system before delivery next week.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Ashley Gibson",Thu,20241205,"01:54 PM",4293991,"STONES RIVER TOTAL BEVERAGES","208 N THOMPSON LN",MURFREESBORO,TN,37129,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Peter,"Great partner for ritual. It does really well here and they buy 20 cases at a time. No rebuy today though",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Happi,"Ashley Gibson",Thu,20241205,"01:53 PM",4293991,"STONES RIVER TOTAL BEVERAGES","208 N THOMPSON LN",MURFREESBORO,TN,37129,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,YES,Peter,"I pitched happi again but PJ wasnt there. I am going to text him to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Joe Crews",Thu,20241205,"01:53 PM",4704852,"ANGRY ELEPHANT BAR & GRILL","1624 FM 423 STE 100",FRISCO,TX,75033,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Danielle,"Spoke with the bartender. The buyer is Chris. Chriss works in the evenings. I presented the portfolio to the bartender. She said to come back and speak to Chris. Left my card",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Viva Beverages","Nicole Schnackenberg",Thu,20241205,"01:53 PM",4695592,"SOHO GOURMET","616 W PLATT ST",TAMPA,FL,33606,0.0,OFF,"GENERAL MERCHANDISE",INDEPENDENTS,Off,YES,Walle,"Dropped off a mix case to Walle. He said he will sample it out to the college kids to see if they like it and if they would buy it. If they do, he will order. Super nice guys now that they got to know me.",NO,NO,,,,,,,,,,,,,,,,,,,,YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,"Has Picture",,,NO,NO,01/22/25,
"Sweet Justice","Ashley Gibson",Thu,20241205,"01:52 PM",4293991,"STONES RIVER TOTAL BEVERAGES","208 N THOMPSON LN",MURFREESBORO,TN,37129,0.0,OFF,"LIQUOR/PACKAGE STORE",INDEPENDENTS,Off,NO,Peter,"I pitched sweet justice again but PJ wasnt there. I am going to text him to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Texas Ale Project","Joe Crews",Thu,20241205,"01:52 PM",4704852,"ANGRY ELEPHANT BAR & GRILL","1624 FM 423 STE 100",FRISCO,TX,75033,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Danielle,"Spoke with the bartender. The buyer is Chris. Chriss works in the evenings. I presented the portfolio to the bartender. She said to come back and speak to Chris. Left my card and sales sheets",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Natterjack,"Joe Crews",Thu,20241205,"01:52 PM",4704852,"ANGRY ELEPHANT BAR & GRILL","1624 FM 423 STE 100",FRISCO,TX,75033,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Danielle,"Spoke with the bartender. The buyer is Chris. Chriss works in the evenings. I presented the portfolio to the bartender. She said to come back and speak to Chris. Left my card and sales sheets",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"City Orchard","Joe Crews",Thu,20241205,"01:52 PM",4704852,"ANGRY ELEPHANT BAR & GRILL","1624 FM 423 STE 100",FRISCO,TX,75033,0.1,ON,RESTAURANT,INDEPENDENTS,On,NO,Danielle,"Spoke with the bartender. The buyer is Chris. Chriss works in the evenings. I presented the portfolio to the bartender. She said to come back and speak to Chris. Left my card and sales sheets",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
